 	HBR_1	HBR_2	HBR_3	UHR_1	UHR_2	UHR_3
ENSG00000231801.2	0	0	0	0	0	0
ENSG00000186654.20	10	5	6	24	20	15
ENSG00000248405.9	0	1	0	1	1	0
ENSG00000241484.9	2	1	2	5	6	3
ENSG00000056487.15	15	14	9	15	16	12
ENSG00000223730.1	1	1	0	1	1	0
ENSG00000230922.1	1	5	0	5	4	2
ENSG00000226328.6	27	24	31	32	28	28
ENSG00000273243.1	1	3	0	6	2	4
ENSG00000093000.18	131	173	153	414	290	317
ENSG00000273353.1	0	0	0	0	1	0
ENSG00000100364.18	310	364	315	260	166	190
ENSG00000221598.2	1	2	4	0	1	1
ENSG00000273287.2	1	3	1	0	0	0
ENSG00000213752.3	0	0	0	0	0	0
ENSG00000100373.9	0	0	0	2	1	1
ENSG00000100376.11	54	50	50	112	66	97
ENSG00000077935.16	3	0	4	6	11	9
ENSG00000128408.8	0	4	1	12	11	4
ENSG00000232363.1	0	0	0	0	1	0
ENSG00000077942.17	43	47	33	122	96	116
ENSG00000238120.1	0	0	0	3	1	0
ENSG00000251985.1	0	0	0	1	0	0
ENSG00000280383.1	16	21	15	30	17	27
ENSG00000130638.15	196	254	246	192	153	171
ENSG00000264160.1	1	0	0	0	1	1
ENSG00000235347.1	0	3	2	5	1	0
ENSG00000279954.1	0	4	2	0	1	0
ENSG00000235091.1	1	0	0	0	0	0
ENSG00000188064.9	7	11	6	9	9	17
ENSG00000265610.1	0	0	0	0	0	0
ENSG00000280424.1	3	2	2	4	5	3
ENSG00000273145.1	0	0	1	1	6	4
ENSG00000231711.2	7	14	9	7	5	8
ENSG00000182257.6	7	12	15	7	2	3
ENSG00000273289.1	4	8	3	0	0	0
ENSG00000241990.5	6	11	5	9	5	9
ENSG00000197182.12	79	133	83	60	54	51
ENSG00000231010.1	9	14	11	2	1	6
ENSG00000235159.1	17	15	12	6	6	8
ENSG00000266533.1	2	2	1	5	1	2
ENSG00000198986.2	0	0	0	0	0	0
ENSG00000264147.1	0	0	0	0	0	0
ENSG00000207875.1	0	0	0	0	0	0
ENSG00000186951.16	70	100	84	193	147	137
ENSG00000280384.1	0	1	1	3	5	4
ENSG00000205643.10	14	13	11	28	11	18
ENSG00000130943.6	6	6	7	8	12	8
ENSG00000075234.16	29	28	20	90	72	84
ENSG00000277232.2	2	2	3	2	2	3
ENSG00000075218.18	2	2	1	145	111	118
ENSG00000100416.12	64	78	75	191	111	141
ENSG00000075275.16	0	6	4	251	135	194
ENSG00000230634.1	0	0	0	0	0	0
ENSG00000234869.1	0	0	0	0	9	1
ENSG00000075240.16	97	107	75	156	97	135
ENSG00000100422.13	209	249	268	297	188	241
ENSG00000260708.1	2	6	12	14	13	15
ENSG00000054611.13	39	53	47	79	51	74
ENSG00000280080.1	1	1	2	1	4	2
ENSG00000278881.1	2	4	3	2	1	3
ENSG00000280312.1	1	1	0	1	3	0
ENSG00000224715.1	0	1	0	0	2	0
ENSG00000218357.3	0	0	0	0	1	0
ENSG00000205634.6	7	6	1	5	3	1
ENSG00000224271.5	7	8	7	31	28	21
ENSG00000232897.2	1	0	2	0	2	1
ENSG00000230345.1	1	0	0	2	3	0
ENSG00000279712.1	4	3	3	7	12	14
ENSG00000235154.1	0	0	0	0	0	0
ENSG00000278890.1	0	0	0	0	2	0
ENSG00000238192.1	0	0	0	0	1	0
ENSG00000229275.1	0	0	0	0	0	0
ENSG00000266508.1	0	0	0	0	0	0
ENSG00000233179.1	0	0	0	0	0	0
ENSG00000219438.8	139	163	150	18	16	14
ENSG00000281732.1	17	16	18	0	1	1
ENSG00000266887.1	0	0	0	0	1	0
ENSG00000251912.1	0	0	0	0	0	1
ENSG00000205632.2	8	7	6	0	9	1
ENSG00000226142.2	0	0	0	0	1	0
ENSG00000280199.1	0	0	0	0	3	0
ENSG00000188511.12	2	4	2	36	25	23
ENSG00000280224.1	0	0	0	0	3	3
ENSG00000279597.1	0	0	0	0	1	5
ENSG00000264139.1	0	0	0	0	0	0
ENSG00000212939.2	0	0	1	13	19	18
ENSG00000213279.2	0	0	0	7	1	6
ENSG00000235111.1	1	0	1	17	14	8
ENSG00000226954.1	0	0	0	0	4	0
ENSG00000223142.1	0	0	0	0	0	0
ENSG00000214727.2	0	0	0	0	1	0
ENSG00000100425.18	92	116	103	184	121	160
ENSG00000279345.1	3	2	8	5	8	3
ENSG00000236867.1	2	3	2	3	3	3
ENSG00000260613.1	1	2	1	1	2	0
ENSG00000229409.1	0	1	0	0	0	1
ENSG00000277771.1	0	0	0	0	0	0
ENSG00000279494.1	0	0	0	1	0	0
ENSG00000100426.6	51	67	77	196	152	156
ENSG00000280567.1	0	0	0	0	0	0
ENSG00000182858.13	20	28	36	50	26	29
ENSG00000273192.1	0	0	0	0	0	0
ENSG00000184164.14	30	40	43	74	64	57
ENSG00000278869.1	0	0	0	1	4	2
ENSG00000198355.4	47	58	55	156	101	115
ENSG00000276753.1	0	0	0	0	0	0
ENSG00000188263.10	0	1	2	0	5	2
ENSG00000138892.11	0	0	0	0	0	1
ENSG00000100427.15	298	323	307	13	12	11
ENSG00000073146.15	10	8	8	0	7	1
ENSG00000280395.1	1	0	0	0	1	0
ENSG00000073150.13	59	71	73	9	7	7
ENSG00000170638.9	28	38	33	100	70	78
ENSG00000273188.1	2	7	3	4	5	5
ENSG00000273253.2	9	16	7	2	0	2
ENSG00000073169.13	51	67	32	69	34	62
ENSG00000272836.1	7	2	0	5	1	2
ENSG00000273137.1	1	2	2	3	2	3
ENSG00000128159.11	246	288	238	278	175	206
ENSG00000100429.17	2	8	7	5	7	5
ENSG00000188130.13	60	57	55	116	72	114
ENSG00000185386.14	64	98	82	25	23	29
ENSG00000196576.14	241	298	249	478	285	372
ENSG00000205593.11	59	99	64	35	19	20
ENSG00000227484.1	0	0	0	0	0	0
ENSG00000279182.1	0	0	0	0	0	0
ENSG00000100239.15	165	243	255	224	149	183
ENSG00000242463.3	0	0	1	0	0	1
ENSG00000238604.1	0	0	1	0	0	0
ENSG00000100241.20	681	836	689	530	340	422
ENSG00000128165.8	0	2	1	27	21	31
ENSG00000100253.12	0	0	0	1	1	1
ENSG00000100258.17	57	73	70	173	113	164
ENSG00000025770.18	87	94	79	227	133	179
ENSG00000130489.12	3	18	7	14	12	11
ENSG00000272821.1	4	10	7	4	1	7
ENSG00000025708.12	22	22	26	53	22	30
ENSG00000177989.13	9	11	9	11	12	11
ENSG00000272666.1	0	1	0	0	0	0
ENSG00000273272.1	0	0	0	0	0	0
ENSG00000226738.1	0	0	0	6	2	0
ENSG00000130487.5	0	0	1	3	8	1
ENSG00000217442.3	0	0	1	0	0	0
ENSG00000205560.12	2	1	2	5	4	1
ENSG00000254413.8	0	4	2	2	3	4
ENSG00000100288.19	1	4	2	3	3	4
ENSG00000205559.3	5	1	3	1	2	1
ENSG00000272940.1	0	2	4	1	2	1
ENSG00000008735.13	411	548	484	13	17	9
ENSG00000100299.17	53	55	65	63	46	53
ENSG00000212569.1	0	0	0	0	0	0
ENSG00000251322.7	363	458	374	43	25	35
ENSG00000206841.1	0	0	0	0	0	0
ENSG00000225929.1	0	2	1	0	1	0
ENSG00000100312.10	0	0	0	0	2	0
ENSG00000254499.1	0	0	0	0	0	0
ENSG00000213683.4	0	0	0	0	0	0
ENSG00000184319.15	39	58	49	31	23	33
ENSG00000079974.17	71	61	51	64	45	46
ERCC-00002	18892	23545	21054	19957	12940	16919
ERCC-00003	1447	1579	1511	1740	1097	1336
ERCC-00004	455	536	498	4586	3332	3674
ERCC-00009	318	385	354	691	475	553
ERCC-00012	0	0	0	1	0	0
ERCC-00013	0	0	0	2	2	0
ERCC-00014	13	10	4	10	2	8
ERCC-00016	0	0	0	0	0	0
ERCC-00017	0	0	0	0	0	1
ERCC-00019	3	5	2	13	11	12
ERCC-00022	149	164	162	201	99	153
ERCC-00024	0	0	0	0	0	0
ERCC-00025	79	78	60	133	97	107
ERCC-00028	2	0	0	6	8	5
ERCC-00031	0	1	4	4	0	0
ERCC-00033	0	0	0	0	0	3
ERCC-00034	8	16	12	19	7	18
ERCC-00035	47	78	57	128	65	100
ERCC-00039	1	1	3	4	3	1
ERCC-00040	0	0	0	0	0	1
ERCC-00041	0	1	1	0	0	0
ERCC-00042	329	379	338	730	530	672
ERCC-00043	852	975	922	1085	725	862
ERCC-00044	110	160	121	180	102	128
ERCC-00046	1573	1666	1576	1901	1250	1458
ERCC-00048	0	0	0	0	0	0
ERCC-00051	2	0	2	9	5	2
ERCC-00053	14	17	11	27	29	35
ERCC-00054	2	2	3	3	0	1
ERCC-00057	0	0	0	0	0	0
ERCC-00058	1	7	5	1	3	3
ERCC-00059	11	8	15	14	7	6
ERCC-00060	92	102	99	237	165	168
ERCC-00061	0	0	0	0	0	0
ERCC-00062	12	12	4	96	56	78
ERCC-00067	0	0	2	1	0	2
ERCC-00069	1	6	4	3	1	1
ERCC-00071	39	48	32	67	32	50
ERCC-00073	1	0	0	1	1	0
ERCC-00074	10455	12364	11435	15665	11570	13135
ERCC-00075	0	0	0	0	0	0
ERCC-00076	99	141	120	126	75	97
ERCC-00077	1	0	0	0	2	1
ERCC-00078	41	50	55	45	25	32
ERCC-00079	28	38	48	45	28	34
ERCC-00081	0	0	0	0	0	0
ERCC-00083	0	0	0	0	0	0
ERCC-00084	27	34	41	46	25	30
ERCC-00085	2	2	0	12	2	11
ERCC-00086	0	0	0	0	0	0
ERCC-00092	33	55	41	350	256	305
ERCC-00095	20	30	20	165	112	125
ERCC-00096	10321	12808	11266	21962	14377	18143
ERCC-00097	0	0	0	2	0	0
ERCC-00098	0	0	0	0	0	0
ERCC-00099	18	17	11	16	13	19
ERCC-00104	0	0	1	0	2	0
ERCC-00108	109	111	124	919	613	831
ERCC-00109	0	0	0	0	2	0
ERCC-00111	521	626	496	659	480	555
ERCC-00112	180	243	222	214	157	163
ERCC-00113	3528	4280	3871	4927	3328	4258
ERCC-00116	149	144	142	1023	707	1004
ERCC-00117	0	0	0	0	0	0
ERCC-00120	1	0	0	0	0	0
ERCC-00123	0	0	0	0	0	0
ERCC-00126	3	3	5	13	2	11
ERCC-00130	4033	5316	4366	34841	22367	28470
ERCC-00131	19	36	20	153	91	133
ERCC-00134	0	0	1	0	0	0
ERCC-00136	257	302	241	2220	1520	1791
ERCC-00137	0	0	0	1	2	0
ERCC-00138	1	0	0	0	1	0
ERCC-00142	0	0	0	0	1	0
ERCC-00143	0	3	1	4	5	3
ERCC-00144	1	1	4	10	5	4
ERCC-00145	485	689	558	770	487	608
ERCC-00147	0	0	0	0	0	0
ERCC-00148	1	0	5	3	1	5
ERCC-00150	0	3	1	2	4	0
ERCC-00154	1	0	1	1	7	4
ERCC-00156	0	0	0	0	0	0
ERCC-00157	11	9	15	13	12	12
ERCC-00158	0	0	2	1	1	2
ERCC-00160	8	21	14	13	9	10
ERCC-00162	28	22	27	50	37	33
ERCC-00163	5	7	13	6	4	9
ERCC-00164	0	1	0	0	0	0
ERCC-00165	33	64	41	51	28	37
ERCC-00168	2	1	1	0	1	0
ERCC-00170	1	2	3	18	14	15
ERCC-00171	916	1253	1056	1903	1336	1654
